note,current_folder,proposed_folder,confidence,reason
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/FOCiS/User Engagemetn/6_UE Explanations_v1.3_23.09.2016.ppt.md,JP Obsidian Vault,Meetings,0.99,"keywords=agenda,meeting,minutes"
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/FOCiS/User Engagemetn/Day 2 - Birmingham.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/FOCiS/User Engagemetn/Day 3.md,JP Obsidian Vault,Customers,0.73,"keywords=customer,stakeholder"
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/FOCiS/User Engagemetn/Day2.md,JP Obsidian Vault,Customers,0.53,keywords=customer
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/FOCiS/User Engagemetn/RE Review Branch Management Dashboard (Draft).md,JP Obsidian Vault,Meetings,0.53,keywords=meeting
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/FOCiS/User Engagemetn/SME Beta - Freight X - Online Quote Beta.md,JP Obsidian Vault,Projects,0.53,keywords=project
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/FOCiS/User Engagemetn/UE 4 Mumbai.md,JP Obsidian Vault,Customers,0.53,keywords=customer
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/FOCiS/User Engagemetn/UE 5 Mumbai.md,JP Obsidian Vault,Customers,0.53,keywords=customer
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/FOCiS/User Engagemetn/UE Germany.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/FOCiS/User Engagemetn/User Engagment Overview.pptx.md,JP Obsidian Vault,Projects,0.53,keywords=plan
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/FOCiS/User Engagemetn/User Observation.md,JP Obsidian Vault,Ideas,0.65,keywords=idea
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/FOCiS/User Engagemetn/Virtual User Observation_draft_v1.14.06.2017.ppt.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/FOCiS/User Engagemetn/user observation 1.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/People/Biju Evening Call.md,JP Obsidian Vault,Meetings,0.85,"keywords=agenda,minutes"
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/People/Essa Update.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/People/Interview Clara Wyss.md,JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/People/Interview Ivan Jakovic, Basel Aug 4th 2014.md",JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Team Meetings/Agenda Day 1.md,JP Obsidian Vault,Meetings,0.65,keywords=agenda
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Team Meetings/Agenda Draft.md,JP Obsidian Vault,Meetings,0.61,"keywords=agenda,meeting"
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Team Meetings/Follow Up Team Meeting in Manchester March 2017.md,JP Obsidian Vault,Customers,0.73,"keywords=customer,stakeholder"
JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Team Meetings/Slides.md,JP Obsidian Vault,Meetings,0.65,keywords=meeting
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Team Meetings/TLT agenda June - v1.0 - June 9, 2017.xlsx.md",JP Obsidian Vault,Meetings,0.65,keywords=agenda
"JP Obsidian Vault/Apple Notes/Old & Admin/Agility Notes/Written 19.11.18, 0914.md",JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/CV's & Jobs/1 Minute Introduction of JP Lang, Swiss AviationSoftware - Business….md",JP Obsidian Vault,Customers,0.53,keywords=account
JP Obsidian Vault/Apple Notes/Old & Admin/CV's & Jobs/CV updates - Anna.md,JP Obsidian Vault,Personal,0.65,keywords=personal
JP Obsidian Vault/Apple Notes/Old & Admin/CV's & Jobs/Cap gemini guido 27.09.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/CV's & Jobs/Mailboxes ETC/ETC - what does it stander (other things).md,JP Obsidian Vault,Customers,0.53,keywords=customer
JP Obsidian Vault/Apple Notes/Old & Admin/CV's & Jobs/Mailboxes ETC/MBE Questions.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/CV's & Jobs/NEw CV idears.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/CV's & Jobs/Roche Notes.md,JP Obsidian Vault,Projects,0.73,"keywords=delivery,project"
JP Obsidian Vault/Apple Notes/Old & Admin/CV's & Jobs/Work Agility/-1.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/CV's & Jobs/Work Agility/4' you' tain- _____ $ _____ Repu't _.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/CV's & Jobs/Work Agility/Cap Gemini Call.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/CV's & Jobs/Work Agility/Cap Gemini off the shelf.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/CV's & Jobs/Work Agility/Cass invoicing.md,JP Obsidian Vault,Reference,0.65,keywords=manual
JP Obsidian Vault/Apple Notes/Old & Admin/CV's & Jobs/Work Agility/Chris price 01 07 2019.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/CV's & Jobs/Work Agility/Expect same.md,JP Obsidian Vault,Personal,0.85,"keywords=family,life"
JP Obsidian Vault/Apple Notes/Old & Admin/CV's & Jobs/Work Agility/Initial categorization doc review - by cap gemini.md,JP Obsidian Vault,Meetings,0.65,keywords=meeting
JP Obsidian Vault/Apple Notes/Old & Admin/CV's & Jobs/Work Agility/Jonathan - JP.md,JP Obsidian Vault,Personal,0.73,"keywords=family,personal"
JP Obsidian Vault/Apple Notes/Old & Admin/CV's & Jobs/Work Agility/Markus.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/CV's & Jobs/Work Agility/New Note.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/CV's & Jobs/Work Agility/Pre Workshop Speech & Cap Gemini.md,JP Obsidian Vault,Meetings,0.73,"keywords=meeting,workshop"
JP Obsidian Vault/Apple Notes/Old & Admin/CV's & Jobs/Work Agility/___ for Manual ____ f 2.md,JP Obsidian Vault,Reference,0.65,keywords=manual
JP Obsidian Vault/Apple Notes/Old & Admin/CV's & Jobs/Work Agility/add changemanagement framework.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Cargo Partner/AGENDA CW1 workshop.md,JP Obsidian Vault,Customers,0.81,"keywords=client,crm,customer"
JP Obsidian Vault/Apple Notes/Old & Admin/Cargo Partner/Account Management Steering 2nd steering.md,JP Obsidian Vault,Customers,0.65,keywords=account
JP Obsidian Vault/Apple Notes/Old & Admin/Cargo Partner/BPO jour fix.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Cargo Partner/BRO-OPEL-TQM-GMtCPM-Tah.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Cargo Partner/CDO Intro COM alignment.md,JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Cargo Partner/Call mario (ssc, global meeting, dna).md",JP Obsidian Vault,Meetings,0.65,keywords=meeting
JP Obsidian Vault/Apple Notes/Old & Admin/Cargo Partner/Cargo Partner Schweiz.md,JP Obsidian Vault,DPWorld,0.65,keywords=cargo
JP Obsidian Vault/Apple Notes/Old & Admin/Cargo Partner/Cargowise (gregory bruce).md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Cargo Partner/Control towers.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Cargo Partner/Current ToDo’s.md,JP Obsidian Vault,Customers,0.61,"keywords=account,customer"
JP Obsidian Vault/Apple Notes/Old & Admin/Cargo Partner/Cw1 steering 29 10.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Cargo Partner/Deliverables Mario.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Cargo Partner/Deliverables ROM’s Meeting.md,JP Obsidian Vault,Customers,0.53,keywords=customer
JP Obsidian Vault/Apple Notes/Old & Admin/Cargo Partner/Digital Board.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Cargo Partner/Felix OPM 20.10.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Cargo Partner/Global Meeting.md,JP Obsidian Vault,Meetings,0.65,keywords=meeting
JP Obsidian Vault/Apple Notes/Old & Admin/Cargo Partner/Hr lever.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Cargo Partner/Human Ressources/1 Raum.md,JP Obsidian Vault,Meetings,0.65,keywords=workshop
JP Obsidian Vault/Apple Notes/Old & Admin/Cargo Partner/Human Ressources/Agenda.md,JP Obsidian Vault,Meetings,0.65,keywords=agenda
JP Obsidian Vault/Apple Notes/Old & Admin/Cargo Partner/Human Ressources/Aleksandar.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Cargo Partner/Human Ressources/Lever to do.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Cargo Partner/Human Ressources/Mit nutzung.md,JP Obsidian Vault,Meetings,0.65,keywords=meeting
JP Obsidian Vault/Apple Notes/Old & Admin/Cargo Partner/Intros Week 2.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Cargo Partner/Jar fix - miletich exchange.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Cargo Partner/Jour fix bpo 29.10.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Cargo Partner/Kotter - Transformation Guide.md,JP Obsidian Vault,Reference,0.65,keywords=guide
JP Obsidian Vault/Apple Notes/Old & Admin/Cargo Partner/Login & Induction.md,JP Obsidian Vault,Customers,0.53,keywords=customer
JP Obsidian Vault/Apple Notes/Old & Admin/Cargo Partner/Meeting Notes Schenzel Martin 7.12.md,JP Obsidian Vault,Meetings,0.73,"keywords=agenda,meeting"
JP Obsidian Vault/Apple Notes/Old & Admin/Cargo Partner/Molhotra Manisha Intro.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Cargo Partner/New Note.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Cargo Partner/New org.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Cargo Partner/Notes for Mario.md,JP Obsidian Vault,Projects,0.73,"keywords=plan,project"
JP Obsidian Vault/Apple Notes/Old & Admin/Cargo Partner/Operations Management Ressources.md,JP Obsidian Vault,Customers,0.53,keywords=customer
JP Obsidian Vault/Apple Notes/Old & Admin/Cargo Partner/Profit Share Air.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Cargo Partner/Question Katalog.md,JP Obsidian Vault,DPWorld,0.73,"keywords=cargo,logistics"
JP Obsidian Vault/Apple Notes/Old & Admin/Cargo Partner/Road Digitization.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Cargo Partner/Road TMS.md,JP Obsidian Vault,Customers,0.53,keywords=client
JP Obsidian Vault/Apple Notes/Old & Admin/Cargo Partner/Sales.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Cargo Partner/Sprint 1 Planning Session.md,JP Obsidian Vault,Customers,0.61,"keywords=customer,stakeholder"
JP Obsidian Vault/Apple Notes/Old & Admin/Cargo Partner/Swot.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Cargo Partner/To do Monday.md,JP Obsidian Vault,Meetings,0.65,keywords=meeting
JP Obsidian Vault/Apple Notes/Old & Admin/Cargo Partner/Woche 1.md,JP Obsidian Vault,Customers,0.53,keywords=stakeholder
JP Obsidian Vault/Apple Notes/Old & Admin/Crypto/Accounts and Password (Coinrunners).md,JP Obsidian Vault,Personal,0.73,"keywords=family,health"
JP Obsidian Vault/Apple Notes/Old & Admin/Crypto/Accounts and Passwords.md,JP Obsidian Vault,Customers,0.53,keywords=account
JP Obsidian Vault/Apple Notes/Old & Admin/Crypto/BCC - target 2250 - SOLD AT +14%.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Crypto/BFT - BnK To The Future.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Crypto/BLZ (LongTerm Hold.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Crypto/CashBet.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Crypto/Cosmic Trading.md,JP Obsidian Vault,Customers,0.53,keywords=account
JP Obsidian Vault/Apple Notes/Old & Admin/Crypto/Crypto Education.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Crypto/Current Signals in holding.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Crypto/Ferien Liste.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Crypto/Flexa.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Crypto/GTO - target 8639 - closed for loss.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Crypto/HOLO (HOT).md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Crypto/IDAP all infos.md,JP Obsidian Vault,Customers,0.65,keywords=account
JP Obsidian Vault/Apple Notes/Old & Admin/Crypto/IDAP.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Crypto/LBA Libra Credit (Long Term Hold).md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Crypto/LOOM - HODL 2months.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Crypto/LTC Sold at loss ... 0.017037.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Crypto/Latest BTC white list.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Crypto/Matrix AI (MAN) Newly on Kukoin (moved to Huobi).md,JP Obsidian Vault,AI,0.65,keywords=ai
JP Obsidian Vault/Apple Notes/Old & Admin/Crypto/Mining.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Crypto/Modern Finance Chain (MFX).md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Crypto/NANO Swing.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Crypto/NEO - sold at lost.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Crypto/NEXO (moved to NEXO wallet).md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Crypto/New Note.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Crypto/OUNA ICO.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Crypto/Only the King ETH BTC USDT all the same (bitrex-USDT all the same….md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Crypto/PEP ICO (not proceeded and died).md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Crypto/Poly (Long Term Hold).md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Crypto/RLC (bought at arround 2.1USD).md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Crypto/SOLD TRON TRX target 1410-1700 - SL 718.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Crypto/STOP Oders.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Crypto/Safe as grandma (all ETH BTC  USDT the same).md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Crypto/Short Bot Starting Point 30-12-2018.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Crypto/Signal Results.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Crypto/Signals Vinbot/Bug Reports.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Crypto/Signals Vinbot/Development Suggestions.md,JP Obsidian Vault,Ideas,0.65,keywords=idea
JP Obsidian Vault/Apple Notes/Old & Admin/Crypto/Signals Vinbot/From Vili Vatafu to Me (Privately) (0701 PM).md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Crypto/Signals to Track.md,JP Obsidian Vault,Personal,0.65,keywords=family
JP Obsidian Vault/Apple Notes/Old & Admin/Crypto/Sold to trade.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Crypto/Starting Point Learning World.md,JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Crypto/Swing - GTOBTC Lisa (fucked up, sold at SL).md",JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Crypto/Swing Lisa - Lend.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Crypto/TomoChain TOMO NEwly on Kukoin.md,JP Obsidian Vault,Reference,0.47,fallback-reference
"JP Obsidian Vault/Apple Notes/Old & Admin/Crypto/USDT Surving the Wafe DCA, Pair, Indicator prior boost.md",JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Crypto/ZEBI (ZCO).md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Old & Admin/Crypto/Zanetta.md,JP Obsidian Vault,Meetings,0.73,"keywords=agenda,meeting"
JP Obsidian Vault/Apple Notes/Onboarding - Offboarding.md,JP Obsidian Vault,Meetings,0.53,keywords=agenda
JP Obsidian Vault/Apple Notes/Ooo.md,JP Obsidian Vault,Customers,0.65,keywords=customer
JP Obsidian Vault/Apple Notes/Ordering process.md,JP Obsidian Vault,Projects,0.65,keywords=plan
JP Obsidian Vault/Apple Notes/Org.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Otto.md,JP Obsidian Vault,Customers,0.73,"keywords=account,customer"
JP Obsidian Vault/Apple Notes/Our pension.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Our purpose is to transform non-strategic procurement costs into strategic….md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/Out of the Box Update Call.md,JP Obsidian Vault,Ideas,0.65,keywords=concept
JP Obsidian Vault/Apple Notes/PCC Call Prep.md,JP Obsidian Vault,Reference,0.47,fallback-reference
JP Obsidian Vault/Apple Notes/PCC Prep for 1st of April.md,JP Obsidian Vault,Customers,0.73,"keywords=crm,customer"
